#DataThief C:\Users\josep\Desktop\deltaEoE_Screenshots_PbPb.png Tuesday 4-Apr-2023 10:56:44 AM
1.8336, 0.336
1.8336, 0.3413
1.8336, 0.3467
1.8336, 0.3519
1.8336, 0.3573
1.8336, 0.3627
1.8336, 0.3679
2.3977, 0.3679
2.9619, 0.3679
2.9619, 0.3734
2.9619, 0.3787
2.9619, 0.384
2.9619, 0.3894
2.9619, 0.3947
2.9619, 0.4
2.9619, 0.4054
2.9619, 0.4107
2.9619, 0.416
2.9619, 0.4214
2.9619, 0.4267
2.9619, 0.432
2.9619, 0.4374
2.9619, 0.4426
2.9619, 0.448
3.5261, 0.4534
3.5261, 0.4586
3.5261, 0.464
3.5261, 0.4694
3.5261, 0.4747
4.0903, 0.48
4.6543, 0.4854
5.2186, 0.4907
5.7828, 0.496
6.347, 0.4907
6.9111, 0.4907
7.4753, 0.4907
8.0395, 0.4907
8.6037, 0.4854
9.1678, 0.4854
9.732, 0.4801
10.2962, 0.4801
10.8604, 0.4747
11.4245, 0.4694
11.9887, 0.4694
12.5529, 0.4641
13.1171, 0.4588
13.6812, 0.4534
14.2454, 0.4534
14.8096, 0.4481
15.3738, 0.4428
15.9379, 0.4374
16.5021, 0.4321
17.0663, 0.4268
17.6305, 0.4215
18.1945, 0.4161
18.7588, 0.4108
19.323, 0.4055
19.8872, 0.4001
20.4513, 0.4001
21.0155, 0.3948
21.5796, 0.3895
22.1439, 0.3895
22.708, 0.3841
23.2722, 0.3788
23.8364, 0.3788
24.4006, 0.3735
24.9647, 0.3735
25.5289, 0.3682
26.0931, 0.3628
26.6573, 0.3575
27.2214, 0.3575
27.7856, 0.3522
28.3498, 0.3469
28.914, 0.3415
29.4781, 0.3415
30.0423, 0.3362
30.6065, 0.3309
31.1707, 0.3309
31.7348, 0.3255
32.299, 0.3255
32.8632, 0.3202
33.4274, 0.3202
33.9915, 0.3149
34.5556, 0.3149
35.1199, 0.3096
35.6841, 0.3096
36.2482, 0.3096
36.8124, 0.3042
37.3766, 0.3042
37.9407, 0.2989
38.5049, 0.2989
39.0691, 0.2936
39.6333, 0.2936
40.1975, 0.2883
40.7616, 0.2883
41.3258, 0.2829
41.89, 0.2829
42.4542, 0.2829
43.0183, 0.2776
43.5825, 0.2776
44.1467, 0.2776
44.7109, 0.2723
45.275, 0.2723
45.8392, 0.2723
46.4034, 0.267
46.9676, 0.267
47.5316, 0.267
48.0959, 0.2617
48.6601, 0.2617
49.2243, 0.2617
49.7884, 0.2563
50.3526, 0.2563
50.9167, 0.2563
51.4809, 0.251
52.0451, 0.251
52.6093, 0.251
53.1735, 0.251
53.7377, 0.2457
54.3018, 0.2457
54.866, 0.2457
55.4302, 0.2404
55.9944, 0.2404
56.5585, 0.2404
57.1227, 0.2404
57.6869, 0.2351
58.2511, 0.2351
58.8152, 0.2351
59.3794, 0.2297
59.9436, 0.2297
60.5078, 0.2297
61.0719, 0.2297
61.636, 0.2244
62.2003, 0.2244
62.7645, 0.2244
63.3286, 0.2244
63.8928, 0.2244
64.457, 0.2191
65.0212, 0.2191
65.5853, 0.2191
66.1495, 0.2191
66.7137, 0.2138
67.2779, 0.2138
67.842, 0.2138
68.4062, 0.2138
68.9704, 0.2085
69.5346, 0.2085
70.0987, 0.2085
70.6629, 0.2085
71.2271, 0.2085
71.7913, 0.2031
72.3554, 0.2031
72.9196, 0.2032
73.4838, 0.2032
74.048, 0.2032
74.612, 0.2032
75.1763, 0.1978
75.7405, 0.1978
76.3047, 0.1978
76.8688, 0.1978
77.433, 0.1978
77.9971, 0.1925
78.5614, 0.1925
79.1255, 0.1925
79.6897, 0.1925
80.2539, 0.1925
80.8181, 0.1925
81.3822, 0.1872
81.9464, 0.1872
82.5106, 0.1872
83.0748, 0.1872
83.6389, 0.1872
84.2031, 0.1872
84.7673, 0.1819
85.3315, 0.1819
85.8956, 0.1819
86.4598, 0.1819
87.024, 0.1819
87.5882, 0.1819
88.1522, 0.1819
88.7165, 0.1766
89.2807, 0.1766
89.8449, 0.1766
90.409, 0.1766
90.9731, 0.1766
91.5373, 0.1766
92.1016, 0.1766
92.6657, 0.1713
93.2299, 0.1713
93.7941, 0.1713
94.3583, 0.1713
94.9224, 0.1713
95.4866, 0.1713
96.0508, 0.1713
96.615, 0.1713
97.1791, 0.166
97.7433, 0.166
98.3075, 0.166
98.8717, 0.166
99.4358, 0.166
100.0, 0.166
100.5642, 0.166
101.1283, 0.166
101.6925, 0.166
102.2567, 0.1607
102.8209, 0.1607
103.385, 0.1607
103.9492, 0.1607
104.5133, 0.1607
105.0776, 0.1607
105.6417, 0.1607
106.2059, 0.1607
106.7701, 0.1607
107.3343, 0.1607
107.8984, 0.1554
108.4626, 0.1554
109.0268, 0.1554
109.591, 0.1554
110.1551, 0.1554
110.7193, 0.1554
111.2835, 0.1554
111.8477, 0.1554
112.4118, 0.1554
112.976, 0.1554
113.5402, 0.1501
114.1044, 0.1501
114.6684, 0.1501
115.2327, 0.1501
115.7969, 0.1501
116.3611, 0.1501
116.9252, 0.1501
117.4894, 0.1501
118.0536, 0.1501
118.6178, 0.1448
119.1819, 0.1448
119.7461, 0.1448
120.3103, 0.1448
120.8745, 0.1448
121.4386, 0.1448
122.0028, 0.1448
122.567, 0.1448
123.1312, 0.1448
123.6953, 0.1448
124.2595, 0.1395
124.8237, 0.1395
125.3879, 0.1395
125.952, 0.1395
126.5162, 0.1395
127.0804, 0.1395
127.6446, 0.1395
128.2086, 0.1395
128.7729, 0.1395
129.3371, 0.1395
129.9013, 0.1395
130.4654, 0.1395
131.0296, 0.1395
131.5937, 0.1342
132.158, 0.1342
132.7221, 0.1342
133.2863, 0.1342
133.8505, 0.1342
134.4147, 0.1342
134.9788, 0.1342
135.543, 0.1342
136.1072, 0.1342
136.6714, 0.1342
137.2355, 0.1342
137.7997, 0.1343
138.3639, 0.1343
138.9281, 0.1343
139.4922, 0.1343
140.0564, 0.1289
140.6206, 0.1289
141.1848, 0.1289
141.7489, 0.1289
142.3131, 0.1289
142.8773, 0.129
143.4415, 0.129
144.0056, 0.129
144.5697, 0.129
145.134, 0.129
145.6982, 0.129
146.2623, 0.129
146.8265, 0.129
147.3907, 0.129
147.9548, 0.1237
148.519, 0.1237
149.0832, 0.1237
149.6474, 0.1237
150.2116, 0.1237
150.7757, 0.1237
151.3399, 0.1237
151.9041, 0.1237
152.4683, 0.1237
153.0324, 0.1237
153.5966, 0.1237
154.1608, 0.1237
154.725, 0.1237
155.2891, 0.1237
155.8533, 0.1237
156.4175, 0.1237
156.9817, 0.1184
157.5457, 0.1184
158.11, 0.1184
158.6742, 0.1184
159.2384, 0.1184
159.8025, 0.1184
160.3667, 0.1184
160.9308, 0.1184
161.495, 0.1184
162.0592, 0.1184
162.6234, 0.1184
163.1876, 0.1184
163.7518, 0.1184
164.3159, 0.1184
164.8801, 0.1184
165.4443, 0.1184
166.0085, 0.1131
